PREF IBKR,CMON,BOND_,CRDT SCORE_,EX-DIV DATE,CALL DATE,MATUR DATE,DIV AMOUNT,COUPON,Aug2022_Price,Oct19_Price,CGRUP,Last Price,Oct19_diff,Aug2022_diff,SMA88,SMA268,SMA88 chg,SMA268 chg,6M Low,6M High,1Y Low,1Y High,TIME TO DIV,Div adj.price,6M_Low_diff,6M_High_diff,SMA88_chg_norm,SMA268_chg_norm,6M_Low_diff_norm,6M_High_diff_norm,Aug4_chg,Oct19_chg,Aug4_chg_norm,Oct19_chg_norm,1Y_High_diff,1Y_Low_diff,1Y_High_diff_norm,1Y_Low_diff_norm,ADV_6M,ADV_3M,ADV_15D,AVG_ADV,PREF YF,FF-FR_,CMON OUTS SHARES,CMON SECTOR,LAST PRICE,DIV ADJ.PRICE,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
ACGLN,ACGL,,12,12/13/2024,,,0.28,4.55%,21.7,16.62,c450,17.15,0.53,-4.55,17.36,18.86,-1.18,-9.07,16.44,20.99,16.44,21.22,73.0,17.1,0.66,-3.89,52.550091,67.238845,70.296736,52.745098,-4.6,0.48,61.130435,68.165548,-4.12,0.66,54.065574,82.736318,33071,32833,35307,33737,,,,,,,,,,
ACGLO,ACGL,,11.5,12/13/2024,,,0.34,5.45%,24.93,19.34,c550,20.7,1.36,-4.23,20.76,22.07,-0.31,-6.19,19.99,23.82,19.2,24.5,73.0,20.64,0.65,-3.18,48.324226,55.144357,70.534125,43.464052,-4.29,1.3,58.434783,60.82774,-3.86,1.44,50.655738,74.975124,19885,18509,14436,17610,,,,,,,,,,
ACP PRA,ACP,,15,12/16/2024,,,0.33,5.25%,24.61,21.47,c525,20.6,-0.87,-4.01,21.36,22.9,-3.54,-10.06,20.05,25.0,19.65,26.33,76.0,20.55,0.5,-4.45,64.013358,71.396325,74.094955,60.065359,-4.06,-0.92,56.434783,80.693512,-5.78,0.9,75.836066,80.348259,2037,1795,1978,1936,,,,,,,,,,
ADC PRA,ADC,,11,10/22/2024,,,0.27,4.25%,20.92,15.83,c425,16.95,1.12,-3.97,17.43,18.46,-2.74,-8.18,16.91,21.94,15.71,21.94,21.0,16.74,-0.17,-5.2,60.127505,63.501312,90.0,69.869281,-4.18,0.91,57.478261,64.317673,-5.2,1.03,68.229508,79.054726,15340,11999,9936,12425,,,,,,,,,,
AEFC,AEG,BB,12.5,11/29/2024,12/15/2024,,0.32,5.10%,24.32,18.56,c500,19.72,1.16,-4.6,20.03,21.03,-1.53,-6.22,18.61,22.7,18.24,22.9,59.0,19.61,1.0,-3.09,54.250152,55.270341,62.225519,42.287582,-4.71,1.05,62.086957,63.064877,-3.29,1.37,43.180328,75.671642,37485,43497,34566,38516,,,,,,,,,,
AFGB,AFG,BB,11.5,12/13/2024,,,0.37,5.88%,26.83,21.4,c575,,-0.11,-5.54,21.58,23.2,-1.35,-8.25,20.47,25.05,20.47,25.27,73.0,21.22,0.75,-3.83,53.375835,63.795276,68.160237,51.960784,-5.61,-0.18,69.913043,74.071588,-4.05,0.75,53.147541,81.840796,7514,8899,7721,8045,,,,,,,,,,
AFGC,AFG,BB,11.5,11/29/2024,,,0.32,5.13%,26.22,18.46,c500,19.02,0.56,-7.2,19.12,20.71,-0.5,-8.15,18.01,23.42,18.01,23.42,59.0,18.91,0.9,-4.51,49.247116,63.375328,64.599407,60.849673,-7.31,0.45,84.695652,68.434004,-4.51,0.9,59.180328,80.348259,6187,5388,7524,6366,,,,,,,,,,
AFGD,AFG,BB,11.5,11/15/2024,,,0.35,5.63%,25.56,20.36,c550,20.47,0.11,-5.09,20.75,22.71,-1.35,-9.86,18.19,25.37,18.19,25.61,45.0,20.29,2.1,-5.08,53.375835,70.55643,36.11276,68.300654,-5.27,-0.07,66.956522,73.087248,-5.32,2.1,69.803279,68.40796,7274,7007,6548,6943,,,,,,,,,,
AFGE,AFG,BB,11.5,11/29/2024,,,0.28,4.50%,22.31,16.58,c450,,0.33,-5.4,16.99,18.58,-0.48,-8.97,16.11,20.77,16.11,21.78,59.0,16.81,0.7,-3.96,49.14997,66.818898,69.347181,53.660131,-5.5,0.23,68.956522,70.402685,-4.97,0.7,65.213115,82.338308,7572,7410,8651,7877,,,,,,,,,,
AGM PRD,AGM,,NR,12/27/2024,,,0.36,5.70%,25.28,21.04,c550,21.41,0.37,-3.87,21.97,22.88,-2.54,-6.41,20.92,24.86,20.26,25.7,87.0,21.4,0.48,-3.46,59.156041,56.068241,74.569733,47.124183,-3.88,0.36,54.869565,69.239374,-4.3,1.14,56.42623,77.960199,4367,4428,6988,5261,,,,,,,,,,
AGM PRE,AGM,,NR,12/27/2024,,,0.36,5.75%,24.9,21.55,c550,21.57,0.02,-3.33,22.03,23.0,-2.09,-6.22,21.25,24.4,20.31,24.93,87.0,21.56,0.31,-2.84,56.970249,55.270341,78.605341,39.019608,-3.34,0.01,50.173913,72.371365,-3.37,1.25,44.229508,76.865672,3635,1923,2617,2725,,,,,,,,,,
AGM PRF,AGM,,NR,12/27/2024,,,0.33,5.25%,22.5,19.9,c525,19.44,-0.46,-3.06,20.29,21.17,-4.18,-8.19,19.26,23.34,17.82,23.99,87.0,19.43,0.17,-3.91,67.12204,63.543307,81.928783,53.006536,-3.07,-0.47,47.826087,76.666667,-4.56,1.61,59.836066,73.283582,9180,8152,9428,8920,,,,,,,,,,
AGM PRG,AGM,,NR,12/27/2024,,,0.3,4.88%,21.8,18.2,c475,18.27,0.07,-3.53,18.89,19.79,-3.3,-7.69,17.88,22.15,17.16,22.37,87.0,18.26,0.38,-3.89,62.847602,61.44357,76.94362,52.745098,-3.54,0.06,51.913043,71.923937,-4.11,1.1,53.934426,78.358209,9043,8225,11870,9713,,,,,,,,,,
AHH PRA,AHH,,NR,1/2/2025,,,0.42,6.75%,26.43,20.5,c675,21.81,1.32,-4.61,21.94,22.47,-0.53,-2.9,19.88,24.93,19.52,25.76,3.0,21.41,1.53,-3.52,49.392835,41.328084,49.643917,47.908497,-5.02,0.91,64.782609,64.317673,-4.35,1.89,57.081967,70.497512,8170,5522,3627,5773,,,,,,,,,,
AIZN,AIZ,BB,10,12/27/2024,,,0.33,5.25%,24.0,17.74,c525,20.34,2.6,-3.66,19.66,20.92,3.44,-2.78,18.01,23.14,17.7,23.14,87.0,20.33,2.32,-2.81,30.10929,40.824147,30.890208,38.627451,-3.67,2.59,53.043478,49.284116,-2.81,2.63,36.885246,63.134328,11875,13182,11776,12278,,,,,,,,,,
ALL PRH,ALL,,12,12/27/2024,,,0.32,5.10%,24.78,18.74,c500,20.87,2.13,-3.91,21.08,22.21,-1.0,-6.04,19.37,24.85,18.38,24.97,87.0,20.86,1.49,-3.99,51.675774,54.514436,50.593472,54.052288,-3.92,2.12,55.217391,53.489933,-4.11,2.48,53.934426,64.626866,86243,72306,75646,78065,,,,,,,,,,
ALL PRI,ALL,,12,12/27/2024,,,0.3,4.75%,24.92,17.85,c475,19.45,1.6,-5.47,19.57,20.87,-0.62,-6.81,18.56,23.45,17.5,24.49,87.0,19.44,0.88,-4.01,49.829994,57.748031,65.074184,54.313725,-5.48,1.59,68.782609,58.232662,-5.05,1.94,66.262295,70.0,23508,20730,26601,23613,,,,,,,,,,
AMH PRG,AMH,,9,12/13/2024,,,0.37,5.88%,25.47,21.43,c575,22.77,1.34,-2.7,23.07,23.41,-1.29,-2.75,21.76,25.16,21.1,25.34,73.0,22.7,0.94,-2.46,53.084396,40.698163,63.649852,34.052288,-2.77,1.27,45.217391,61.096197,-2.64,1.6,34.655738,73.383085,8130,9785,10658,9524,,,,,,,,,,
AMH PRH,AMH,,9,12/13/2024,,,0.39,6.25%,25.85,22.38,c625,23.48,1.1,-2.37,24.12,24.32,-2.67,-3.45,22.7,25.49,21.74,26.25,73.0,23.41,0.71,-2.08,59.787492,43.637795,69.109792,29.084967,-2.44,1.03,42.347826,63.243848,-2.84,1.67,37.278689,72.686567,7882,7279,5991,7051,,,,,,,,,,
ASB PRE,ASB,,10,12/2/2024,,,0.37,5.88%,25.1,16.77,c575,20.4,3.62,-4.71,20.46,21.35,-0.35,-4.49,19.25,23.74,16.2,23.75,62.0,20.27,1.02,-3.47,48.518519,48.005249,61.750742,47.254902,-4.83,3.5,63.130435,41.14094,-3.48,4.07,45.672131,48.80597,3685,2928,3848,3487,,,,,,,,,,
ASB PRF,ASB,,10,12/2/2024,,,0.35,5.63%,25.25,16.4,c550,19.3,2.9,-5.95,19.61,20.43,-1.6,-5.52,18.51,22.45,15.3,22.91,62.0,19.19,0.68,-3.26,54.590164,52.330709,69.821958,44.509804,-6.06,2.79,73.826087,47.494407,-3.72,3.89,48.819672,50.597015,5919,4723,3373,4672,,,,,,,,,,
ATH PRB,-,,11,12/13/2024,,,0.35,5.63%,25.26,18.0,c550,19.8,1.8,-5.46,19.71,21.1,0.43,-6.18,18.34,23.53,16.66,23.53,73.0,19.73,1.39,-3.8,44.729812,55.102362,52.967359,51.568627,-5.53,1.73,69.217391,56.979866,-3.8,3.07,49.868852,58.756219,21477,21218,19488,20727,,,,,,,,,,
ATH PRD,-,,11,12/13/2024,,,0.3,4.88%,21.69,15.24,c475,16.89,1.65,-4.8,17.06,18.31,-0.97,-7.75,15.86,20.61,15.19,20.61,73.0,16.83,0.97,-3.78,51.530055,61.695538,62.937685,51.30719,-4.86,1.59,63.391304,58.232662,-3.78,1.64,49.606557,72.985075,46850,43301,47488,45880,,,,,,,,,,
AXS PRE,AXS,,11.5,12/26/2024,,,0.34,5.50%,24.04,19.26,c550,20.42,1.16,-3.62,20.54,21.45,-0.59,-4.82,19.45,23.21,18.77,23.66,86.0,20.4,0.95,-2.81,49.684274,49.391076,63.412463,38.627451,-3.64,1.14,52.782609,62.259508,-3.26,1.63,42.786885,73.084577,31353,28635,27234,29074,,,,,,,,,,
BAC PRB,BAC,,11,10/29/2024,6/16/2023,,0.38,6.00%,25.69,23.02,c600,24.87,1.85,-0.82,24.73,25.05,0.56,-0.71,24.04,25.63,22.3,25.63,28.0,24.61,0.57,-1.02,44.098361,32.131234,72.433234,15.228758,-1.08,1.59,30.521739,58.232662,-1.02,2.31,13.409836,66.318408,80844,92816,136655,103438,,,,,,,,,,
BAC PRK,BAC,,11,1/2/2025,,,0.37,5.88%,25.68,22.0,c575,24.46,2.46,-1.22,24.26,24.76,0.81,-1.2,23.35,25.32,21.51,25.43,3.0,24.1,0.75,-1.22,42.884032,34.188976,68.160237,17.843137,-1.58,2.1,34.869565,53.668904,-1.33,2.59,17.47541,63.532338,51814,55015,70449,59093,,,,,,,,,,
BAC PRM,BAC,,11,12/2/2024,,,0.34,5.38%,25.18,20.7,c525,21.78,1.08,-3.4,22.11,23.13,-1.5,-5.82,20.83,24.88,20.54,24.88,62.0,21.67,0.84,-3.21,54.104432,53.590551,66.023739,43.856209,-3.51,0.97,51.652174,63.780761,-3.21,1.13,42.131148,78.059701,90513,82259,113292,95355,,,,,,,,,,
BAC PRN,BAC,,11,12/2/2024,,,0.31,5.00%,23.9,19.25,c500,20.38,1.13,-3.52,20.53,21.71,-0.72,-6.14,19.37,23.86,19.0,24.04,62.0,20.28,0.91,-3.58,50.315726,54.934383,64.362018,48.69281,-3.62,1.03,52.608696,63.243848,-3.76,1.28,49.344262,76.567164,108347,102306,157451,122702,,,,,,,,,,
BAC PRO,BAC,,11,10/15/2024,11/3/2025,,0.27,4.38%,21.39,16.54,c425,,1.34,-3.51,18.03,19.21,-0.81,-6.91,17.14,20.92,16.35,21.54,14.0,17.65,0.51,-3.27,50.752884,58.167979,73.857567,44.640523,-3.74,1.11,53.652174,62.527964,-3.89,1.3,51.04918,76.368159,78007,80819,100557,86461,,,,,,,,,,
BAC PRP,BAC,,11,10/15/2024,,,0.26,4.12%,20.8,15.57,c400,16.89,1.32,-3.91,17.05,18.16,-0.94,-6.97,16.17,20.0,15.4,20.58,14.0,16.67,0.5,-3.33,51.384335,58.419948,74.094955,45.424837,-4.13,1.1,57.043478,62.61745,-3.91,1.27,51.311475,76.666667,68978,63597,83404,71993,,,,,,,,,,
BAC PRQ,BAC,,11,11/1/2024,,,0.27,4.25%,20.46,16.11,c425,17.34,1.23,-3.12,17.48,18.58,-0.82,-6.68,16.56,20.51,15.98,21.0,31.0,17.16,0.6,-3.35,50.801457,57.2021,71.721068,45.686275,-3.3,1.05,49.826087,63.064877,-3.84,1.18,50.393443,77.562189,106481,107420,133213,115705,,,,,,,,,,
BAC PRS,BAC,,11,11/1/2024,,,0.3,4.75%,22.49,18.24,c475,,1.1,-3.15,19.56,20.79,-1.1,-6.97,18.55,23.05,17.82,23.44,31.0,19.14,0.59,-3.91,52.161506,58.419948,71.958457,53.006536,-3.35,0.9,50.26087,64.407159,-4.3,1.32,56.42623,76.169154,47421,39513,56478,47804,,,,,,,,,,
BCV PRA,BCV,,16,12/16/2024,,,0.34,5.39%,24.69,22.15,c525,21.76,-0.39,-2.93,22.19,22.92,-1.92,-5.07,21.51,24.71,21.51,25.26,76.0,21.71,0.2,-3.0,56.144505,50.440945,81.216617,41.111111,-2.98,-0.44,47.043478,76.39821,-3.55,0.2,46.590164,87.313433,1612,1503,614,1243,,,,,,,,,,
